"Date","Price","Open","High","Low","Vol.","Change %"
"07/01/1997","1,107.03","957.30","1,110.27","947.78","","15.64%"
"06/01/1997","957.30","958.85","993.16","917.34","","-0.16%"
"05/01/1997","958.85","874.74","988.40","872.59","","9.62%"
"04/01/1997","874.74","797.06","877.95","779.17","","9.75%"
"03/01/1997","797.06","850.46","874.28","784.54","","-6.28%"
"02/01/1997","850.46","921.55","928.31","835.87","","-7.71%"
"01/01/1997","921.55","821.36","938.11","806.17","","12.20%"
"12/01/1996","821.36","834.01","873.00","798.13","","-1.52%"
"11/01/1996","834.01","751.99","836.15","748.97","","10.91%"
"10/01/1996","751.99","737.58","786.75","727.14","","1.95%"
"09/01/1996","737.58","663.57","757.83","650.48","","11.15%"
"08/01/1996","663.57","636.01","685.15","635.36","","4.33%"
"07/01/1996","636.01","677.40","687.95","572.79","","-6.10%"
"06/01/1996","677.30","692.39","704.09","648.93","","-2.18%"
"05/01/1996","692.39","666.73","700.65","646.02","","3.85%"
"04/01/1996","666.73","609.69","669.74","597.42","","9.36%"
"03/01/1996","609.69","622.83","637.92","585.33","","-2.11%"
"02/01/1996","622.83","591.82","647.34","589.01","","5.24%"
"01/01/1996","591.82","576.23","591.84","526.80","","2.71%"
"12/01/1995","576.23","593.72","604.13","540.97","","-2.95%"
"11/01/1995","593.72","598.78","623.53","562.50","","-0.85%"
"10/01/1995","598.78","585.08","613.00","527.89","","2.34%"
"09/01/1995","585.08","576.77","613.78","557.26","","1.44%"
"08/01/1995","576.77","568.88","601.65","541.64","","1.39%"
"07/01/1995","568.88","538.03","600.01","530.40","","5.73%"
"06/01/1995","538.03","488.10","546.57","486.07","","10.23%"
"05/01/1995","488.10","469.56","509.24","463.38","","3.95%"
"04/01/1995","469.56","447.15","470.49","438.38","","5.01%"
"03/01/1995","447.15","432.50","462.99","429.05","","3.39%"
"02/01/1995","432.50","405.33","435.20","405.33","","6.70%"
"01/01/1995","405.33","404.27","419.98","394.59","","0.26%"
